"","index","UAG","OUG","CV Sh.","Total Shrinkage"
"1854","27/03/2012",9216755,3273605,-357495,12132865
"1855","28/03/2012",9808834,3394966,79927,13283727
"1856","29/03/2012",5088771,3427342,265764,8781877
"1857","30/03/2012",587585,3612151,116032,4315768
"1858","31/03/2012",-3671453,3598461,-700537,-773529
"1859","01/04/2012",14793668,3255894,-552335,17497227
"1860","02/04/2012",14665355,2798015,548017,18011387
"1861","03/04/2012",-10224859,2181972,-424813,-8467700
"1862","04/04/2012",20646344,2969048,-430695,23184697
"1863","05/04/2012",803077,2505724,-536429,2772372
"1864","06/04/2012",17215100,2486991,-161606,19540485
"1865","07/04/2012",6150438,2306357,-331859,8124936
"1866","08/04/2012",13625811,2202931,-235746,15592996
"1867","09/04/2012",10651821,2186266,-456713,12381374
"1868","10/04/2012",11780861,1825910,-269781,13336990
"1869","11/04/2012",4313080,1660001,593754,6566835
"1870","12/04/2012",7810412,2154848,529678,10494938
"1871","13/04/2012",14819913,2193071,-520987,16491997
"1872","14/04/2012",7242294,1378984,-498644,8122634
"1873","15/04/2012",8211399,2960947,-527122,10645224
"1874","16/04/2012",2665228,2622595,144384,5432207
"1875","17/04/2012",4263767,3331091,-263707,7331151
"1876","18/04/2012",8808599,3026383,327160,12162142
"1877","19/04/2012",6709386,3915265,-640300,9984351
"1878","20/04/2012",1063089,2923663,-12667,3974085
"1879","21/04/2012",12754503,3599648,245011,16599162
"1880","22/04/2012",4604062,3072462,92142,7768666
"1881","23/04/2012",18295356,4319288,141550,22756194
"1882","24/04/2012",10284884,3084312,175257,13544453
"1883","25/04/2012",15445174,3945220,-383387,19007007
"1884","26/04/2012",4283993,3911840,-259582,7936251
"1885","27/04/2012",3705772,3229027,39729,6974528
"1886","28/04/2012",9569900,2955608,-68146,12457362
"1887","29/04/2012",4153328,3355363,-224042,7284649
"1888","30/04/2012",13470334,3438638,-309455,16599517
"1889","01/05/2012",-2117501,3158595,53083,1094177
"1890","02/05/2012",18997213,2958131,-235880,21719464
"1891","03/05/2012",18506372,2773314,-455295,20824391
"1892","04/05/2012",-19972186,3553671,-319487,-16738002
"1893","05/05/2012",12247997,4798360,1009814,18056171
"1894","06/05/2012",6641960,4853134,-290860,11204234
"1895","07/05/2012",8229093,6146572,-157277,14218388
"1896","08/05/2012",-997106,5241355,108466,4352715
"1897","09/05/2012",25637496,2549869,453644,28641009
"1898","10/05/2012",-2144260,3167709,243077,1266526
"1899","11/05/2012",-13366499,3456728,-311317,-10221088
"1900","12/05/2012",19813675,2195571,-70390,21938856
"1901","13/05/2012",3983928,2650435,-341518,6292845
"1902","14/05/2012",-9946758,3615688,24240,-6306830
"1903","15/05/2012",301658,3560074,482767,4344499
"1904","16/05/2012",6550479,3373470,279243,10203192
"1905","17/05/2012",17255329,4187787,304150,21747266
"1906","18/05/2012",18646319,2738716,336712,21721747
"1907","19/05/2012",-4708185,2330506,-496,-2378175
"1908","20/05/2012",17013713,3113150,-215731,19911132
"1909","21/05/2012",11770679,3137286,56691,14964656
"1910","22/05/2012",21797389,2794677,-40547,24551519
"1911","23/05/2012",9115495,4588822,274083,13978400
"1912","24/05/2012",26132548,3221344,-64264,29289628
"1913","25/05/2012",-3627594,3332516,-188224,-483302
"1914","26/05/2012",9901014,2947274,241451,13089739
"1915","27/05/2012",10648967,3789492,501242,14939701
"1916","28/05/2012",3706453,3315422,26405,7048280
"1917","29/05/2012",700938,4527138,-78725,5149351
"1918","30/05/2012",16919664,3363056,14351,20297071
"1919","31/05/2012",6010973,2061561,36245,8108779
"1920","01/06/2012",11534832,2563159,319521,14417512
"1921","02/06/2012",-2570340,2265734,4134,-300472
"1922","03/06/2012",6796162,1672467,-384355,8084274
"1923","04/06/2012",13260185,2682896,39547,15982628
"1924","05/06/2012",18684787,2566817,25418,21277022
"1925","06/06/2012",6645577,2502094,-211134,8936537
"1926","07/06/2012",23476818,2380870,339783,26197471
"1927","08/06/2012",-37245,3460777,66314,3489846
"1928","09/06/2012",7347199,1784659,-131129,9000729
"1929","10/06/2012",15343394,2108769,-10965,17441198
"1930","11/06/2012",-1734444,2226400,92005,583961
"1931","12/06/2012",-7006962,2149342,-268082,-5125702
"1932","13/06/2012",1032955,2369340,-109471,3292824
"1933","14/06/2012",16461732,1921113,309541,18692386
"1934","15/06/2012",12616185,1925517,-27923,14513779
"1935","16/06/2012",5790013,1126238,-146566,6769685
"1936","17/06/2012",9611067,2021767,235617,11868451
"1937","18/06/2012",10455910,2360924,431465,13248299
"1938","19/06/2012",17464220,2164456,-116278,19512398
"1939","20/06/2012",3984468,1384522,36919,5405909
"1940","21/06/2012",7295264,1340260,190833,8826357
"1941","22/06/2012",-737968,1485977,267725,1015734
"1942","23/06/2012",3315867,1721999,85306,5123172
"1943","24/06/2012",16917316,2472383,-120310,19269389
"1944","25/06/2012",23408301,1868295,556944,25833540
"1945","26/06/2012",3594187,2792831,-121277,6265741
"1946","27/06/2012",11203246,2996000,241249,14440495
"1947","28/06/2012",6003041,2806497,16401,8825939
"1948","29/06/2012",10545091,1677796,213334,12436221
"1949","30/06/2012",-5920247,1606060,479839,-3834348
"1950","01/07/2012",20566263,1540483,-114701,21992045
"1951","02/07/2012",4539907,1593226,306469,6439602
"1952","03/07/2012",22749317,1845004,415803,25010124
"1953","04/07/2012",8987838,1715340,43990,10747168
"1954","05/07/2012",2220777,1952934,405955,4579666
"1955","06/07/2012",-3727923,1906655,435597,-1385671
"1956","07/07/2012",2134709,1562837,280237,3977783
"1957","08/07/2012",19406915,394308,210314,20011537
"1958","09/07/2012",10000789,1869638,211370,12081797
"1959","10/07/2012",9349522,1499036,764802,11613360
"1960","11/07/2012",-5488292,1384825,347690,-3755777
"1961","12/07/2012",26651074,1526681,348731,28526486
"1962","13/07/2012",-6951928,2677968,194257,-4079703
"1963","14/07/2012",10070134,3003755,-10426,13063463
"1964","15/07/2012",15462959,1967574,111867,17542400
"1965","16/07/2012",8030044,3939734,41283,12011061
"1966","17/07/2012",15801339,2590282,100702,18492323
"1967","18/07/2012",-6286663,3004219,78259,-3204185
"1968","19/07/2012",9785774,3128427,190422,13104623
"1969","20/07/2012",10948705,2814930,38792,13802427
"1970","21/07/2012",18283597,2454340,51201,20789138
"1971","22/07/2012",8380815,2570210,55361,11006386
"1972","23/07/2012",29662057,2655278,48189,32365524
"1973","24/07/2012",4882148,2644326,18299,7544773
"1974","25/07/2012",-6221735,3335951,173939,-2711845
"1975","26/07/2012",22296453,3396092,-30406,25662139
"1976","27/07/2012",-111767,2256320,205881,2350434
"1977","28/07/2012",707482,2155880,729479,3592841
"1978","29/07/2012",9995080,2313385,415096,12723561
"1979","30/07/2012",6056029,2131323,168110,8355462
"1980","31/07/2012",5340862,3037524,196756,8575142
"1981","01/08/2012",24619328,2418560,-180121,26857767
"1982","02/08/2012",9853955,2657081,388190,12899226
"1983","03/08/2012",4928402,2018165,343871,7290438
"1984","04/08/2012",9457227,1923031,267522,11647780
"1985","05/08/2012",18791347,421352,24552,19237251
"1986","06/08/2012",2386049,2877633,163625,5427307
"1987","07/08/2012",19556151,2805725,-227173,22134703
"1988","08/08/2012",12336674,2573040,271531,15181245
"1989","09/08/2012",29747628,2292009,162468,32202105
"1990","10/08/2012",-1544313,2065671,237456,758814
"1991","11/08/2012",14671665,2124173,663370,17459208
"1992","12/08/2012",824924,2079604,-104216,2800312
"1993","13/08/2012",21694976,2731310,95518,24521804
"1994","14/08/2012",13370837,2628383,-20493,15978727
"1995","15/08/2012",-10228757,3325994,-223051,-7125814
"1996","16/08/2012",20085555,2817655,35693,22938903
"1997","17/08/2012",3834903,2962028,143571,6940502
"1998","18/08/2012",7174273,2685767,153535,10013575
"1999","19/08/2012",2439011,2702355,55764,5197130
"2000","20/08/2012",7837009,2407924,-75489,10169444
"2001","21/08/2012",2756567,1025925,294318,4076810
"2002","22/08/2012",3851998,2834668,92131,6778797
"2003","23/08/2012",4800056,3634909,19201,8454166
"2004","24/08/2012",19643956,3263793,6819,22914568
"2005","25/08/2012",9657809,3164172,-39897,12782084
"2006","26/08/2012",-8563745,3655884,-68783,-4976644
"2007","27/08/2012",-7931625,3204549,13346,-4713730
"2008","28/08/2012",41764706,4272992,48813,46086511
"2009","29/08/2012",4743402,3708349,477891,8929642
"2010","30/08/2012",6594977,3109356,385432,10089765
"2011","31/08/2012",17354404,3065246,67637,20487287
"2012","01/09/2012",-15950376,1061267,68402,-14820707
"2013","02/09/2012",-4533819,1158928,534112,-2840779
"2014","03/09/2012",10473743,1124533,45220,11643496
"2015","04/09/2012",-11760820,1226125,147478,-10387217
"2016","05/09/2012",5984898,1068112,193527,7246537
"2017","06/09/2012",35631853,684026,-50126,36265753
"2018","07/09/2012",2335348,0,67352,2402700
"2019","08/09/2012",2632667,57030,410530,3100227
"2020","09/09/2012",9060211,0,465155,9525366
"2021","10/09/2012",-14329081,12034,651271,-13665776
"2022","11/09/2012",-2695407,531799,-4778,-2168386
"2023","12/09/2012",16678356,54820,-167051,16566125
"2024","13/09/2012",43001947,0,-22918,42979029
"2025","14/09/2012",-7745801,565910,-163880,-7343771
"2026","15/09/2012",14136036,112597,-101867,14146766
"2027","16/09/2012",7749812,0,987623,8737435
"2028","17/09/2012",5328961,274249,-71556,5531654
"2029","18/09/2012",-20028915,418693,139721,-19470501
"2030","19/09/2012",27417355,377933,33912,27829200
"2031","20/09/2012",13707842,464364,-342171,13830035
"2032","21/09/2012",2113307,633761,211768,2958836
"2033","22/09/2012",18672771,974477,529851,20177099
"2034","23/09/2012",14718090,745188,265802,15729080
"2035","24/09/2012",2088730,619284,335610,3043624
"2036","25/09/2012",11261315,447533,456394,12165242
"2037","26/09/2012",6143025,931311,-51687,7022649
"2038","27/09/2012",377364,1217471,-378799,1216036
"2039","28/09/2012",18619184,1074628,-53081,19640731
"2040","29/09/2012",17824992,1050797,-76964,18798825
"2041","30/09/2012",6239196,777535,-365979,6650752
"2042","01/10/2012",-3198187,6830526,-174390,3457949
"2043","02/10/2012",20386258,2592773,-168233,22810798
"2044","03/10/2012",4905731,2182620,-279084,6809267
"2045","04/10/2012",14145734,1655895,-634647,15166982
"2046","05/10/2012",24208650,2177384,-678357,25707677
"2047","06/10/2012",-7343459,1602953,-158706,-5899212
"2048","07/10/2012",4015867,1754866,-131926,5638807
"2049","08/10/2012",10958758,2318147,-35369,13241536
"2050","09/10/2012",22050965,2150608,-420815,23780758
"2051","10/10/2012",5325386,2554974,-374922,7505438
"2052","11/10/2012",-3544863,2424645,-255745,-1375963
"2053","12/10/2012",-10351722,2796791,366465,-7188466
"2054","13/10/2012",8822620,3776383,23630,12622633
"2055","14/10/2012",8239109,4135215,804549,13178873
"2056","15/10/2012",15005689,4183557,765126,19954372
"2057","16/10/2012",20487103,3256187,505642,24248932
"2058","17/10/2012",7900443,3391546,330807,11622796
"2059","18/10/2012",18171423,2804813,697586,21673822
"2060","19/10/2012",7329230,2663371,-403001,9589600
"2061","20/10/2012",3760896,2381343,486644,6628883
"2062","21/10/2012",10274500,2901393,-454464,12721429
"2063","22/10/2012",11189553,2989222,23367,14202142
"2064","23/10/2012",9430796,2958640,-12378,12377058
"2065","24/10/2012",1545017,2913520,100543,4559080
"2066","25/10/2012",6093756,5982728,-5416,12071068
"2067","26/10/2012",-18074419,5242369,160127,-12671923
"2068","27/10/2012",25680618,5197398,-678654,30199362
"2069","28/10/2012",6438340,7454445,344545,14237330
"2070","29/10/2012",3759949,7470444,-156267,11074126
"2071","30/10/2012",12933676,4887794,-349126,17472344
"2072","31/10/2012",1761955,4685893,1142374,7590222
"2073","01/11/2012",2628102,5465424,-274053,7819473
"2074","02/11/2012",9463845,4282399,105674,13851918
"2075","03/11/2012",12878557,6248724,-603885,18523396
"2076","04/11/2012",11220065,6316867,-474211,17062721
"2077","05/11/2012",9798745,6141286,-187462,15752569
"2078","06/11/2012",10807434,4307210,-108918,15005726
"2079","07/11/2012",16387014,4627793,-268114,20746693
"2080","08/11/2012",-4450403,4496398,-651180,-605185
"2081","09/11/2012",6384994,5688701,35782,12109477
"2082","10/11/2012",-6562513,5879146,-339147,-1022514
"2083","11/11/2012",6527290,5573912,907336,13008538
"2084","12/11/2012",24049708,4763023,439728,29252459
"2085","13/11/2012",15015100,2979790,-339621,17655269
"2086","14/11/2012",-11478057,3884686,-916636,-8510007
"2087","15/11/2012",5611672,6243874,-114018,11741528
"2088","16/11/2012",8847245,6630057,-51392,15425910
"2089","17/11/2012",-1238029,7399137,-748548,5412560
"2090","18/11/2012",14065945,7719297,-46107,21739135
"2091","19/11/2012",26645444,6234372,-456453,32423363
"2092","20/11/2012",-742085,7284232,334913,6877060
"2093","21/11/2012",16010435,6675873,-111855,22574453
"2094","22/11/2012",3496893,6664787,521889,10683569
"2095","23/11/2012",1458901,7420876,-65314,8814463
"2096","24/11/2012",17004582,8311612,212100,25528294
"2097","25/11/2012",4077803,8467067,-543491,12001379
"2098","26/11/2012",11237221,5925313,407319,17569853
"2099","27/11/2012",2910928,6807143,211630,9929701
"2100","28/11/2012",21038753,8587245,297085,29923083
"2101","29/11/2012",-386799,8444150,-121681,7935670
"2102","30/11/2012",9716601,6866380,-165521,16417460
"2103","01/12/2012",-299240,7799300,213793,7713853
"2104","02/12/2012",17089258,7044736,-349043,23784951
"2105","03/12/2012",10933795,5312145,447496,16693436
"2106","04/12/2012",-12481061,10306309,1134621,-1040131
"2107","05/12/2012",13286317,11985397,70089,25341803
"2108","06/12/2012",7865282,12104089,-326249,19643122
"2109","07/12/2012",7122306,12593022,263443,19978771
"2110","08/12/2012",11446653,11411682,463561,23321896
"2111","09/12/2012",-8013735,12753208,-717647,4021826
"2112","10/12/2012",8348115,12920280,-493186,20775209
"2113","11/12/2012",20661796,7783746,-279541,28166001
"2114","12/12/2012",-8973848,8951955,453335,431442
"2115","13/12/2012",21464598,9675117,659355,31799070
"2116","14/12/2012",-3404399,8481423,137448,5214472
"2117","15/12/2012",154712,6515287,266072,6936071
"2118","16/12/2012",-3916546,8827285,164263,5075002
"2119","17/12/2012",20525261,8051042,580433,29156736
"2120","18/12/2012",3002150,5989125,-194731,8796544
"2121","19/12/2012",12098604,5740830,-130126,17709308
"2122","20/12/2012",-92083,7454227,-817172,6544972
"2123","21/12/2012",15507096,6907920,-548749,21866267
"2124","22/12/2012",17850947,4749982,326625,22927554
"2125","23/12/2012",645153,4681545,-8615,5318083
"2126","24/12/2012",13840056,8742492,-572289,22010259
"2127","25/12/2012",15588117,7195549,-191568,22592098
"2128","26/12/2012",7621137,8186042,237865,16045044
"2129","27/12/2012",7160136,10516856,869996,18546988
"2130","28/12/2012",17878467,8958564,-124064,26712967
"2131","29/12/2012",-3770993,8016790,879231,5125028
"2132","30/12/2012",19499659,8153655,758430,28411744
"2133","31/12/2012",-1837393,8862387,-244773,6780221
"2134","01/01/2013",5895745,10728833,1022383,17646961
"2135","02/01/2013",8277527,11476320,-231777,19522070
"2136","03/01/2013",21648741,9911082,-645275,30914548
"2137","04/01/2013",3582266,5433544,-97448,8918362
"2138","05/01/2013",4474997,5346935,-154843,9667089
"2139","06/01/2013",12282496,5946986,1106265,19335747
"2140","07/01/2013",8808960,5963447,-339111,14433296
"2141","08/01/2013",-5074792,4639893,-116176,-551075
"2142","09/01/2013",13702822,4904881,-184153,18423550
"2143","10/01/2013",-1477602,7272220,197698,5992316
"2144","11/01/2013",-7589176,8304546,577066,1292436
"2145","12/01/2013",-2419599,9721025,-121038,7180388
"2146","13/01/2013",-5329748,14638869,125254,9434375
"2147","14/01/2013",8318553,12557005,-325342,20550216
"2148","15/01/2013",2374539,12218393,383878,14976810
"2149","16/01/2013",10961724,9586464,-655759,19892429
"2150","17/01/2013",527060,13102276,-224068,13405268
"2151","18/01/2013",17019318,12424431,-876166,28567583
"2152","19/01/2013",296387,12328675,-503001,12122061
"2153","20/01/2013",13948763,12182921,-126204,26005480
"2154","21/01/2013",23352806,9066031,494471,32913308
"2155","22/01/2013",10525334,9987427,-215272,20297489
"2156","23/01/2013",17490039,10236921,547874,28274834
"2157","24/01/2013",14111740,9278404,-793730,22596414
"2158","25/01/2013",14080762,7226013,-925112,20381663
"2159","26/01/2013",20339241,6764183,934407,28037831
"2160","27/01/2013",4738410,5733929,-536268,9936071
"2161","28/01/2013",15239703,7726124,363419,23329246
"2162","29/01/2013",15762314,6227099,-405476,21583937
"2163","30/01/2013",7376752,5013181,766352,13156285
"2164","31/01/2013",13446595,5763738,5746,19216079
"2165","01/02/2013",1033169,7546176,320577,8899922
"2166","02/02/2013",2753865,9401036,68897,12223798
"2167","03/02/2013",10186890,8565008,127804,18879702
"2168","04/02/2013",3857218,8142247,381978,12381443
"2169","05/02/2013",11408215,9988642,342531,21739388
"2170","06/02/2013",13255852,8450835,441155,22147842
"2171","07/02/2013",3366208,8658403,646899,12671510
"2172","08/02/2013",16437600,8501522,-780141,24158981
"2173","09/02/2013",162769,10064200,161678,10388647
"2174","10/02/2013",11291097,8975838,174544,20441479
"2175","11/02/2013",5162459,10616345,-167665,15611139
"2176","12/02/2013",14265469,11338818,-214112,25390175
"2177","13/02/2013",2528450,11543411,422844,14494705
"2178","14/02/2013",33220954,7700551,594000,41515505
"2179","15/02/2013",-1180440,8279152,117423,7216135
"2180","16/02/2013",5901334,8277218,-469893,13708659
"2181","17/02/2013",-498400,10259232,463705,10224537
"2182","18/02/2013",3606182,12424950,1215431,17246563
"2183","19/02/2013",9479309,10222039,537763,20239111
