"","index","UAG","OUG","CV Sh.","Total Shrinkage"
"3680","27/03/2017",6629142.27777778,7703719.72222222,404631,14737493
"3681","28/03/2017",3560783.22222222,7072427.77777778,1153592,11786803
"3682","29/03/2017",24245021.6666667,5123893.33333333,-466622,28902293
"3683","30/03/2017",5979291.22222222,6773662.77777778,-367628,12385326
"3684","31/03/2017",-5654543.5,6233772.5,292765,871994
"3685","01/04/2017",14275664.9786648,8682165,-97351.9786648285,22860478
"3686","02/04/2017",-9031237.10405819,9331284,-291663.895941807,8383
"3687","03/04/2017",13123028.851454,9803268,-139928.851454038,22786368
"3688","04/04/2017",11916033.176414,6522456,-77442.1764139828,18361047
"3689","05/04/2017",4921123.54302283,5308444,250451.456977174,10480019
"3690","06/04/2017",11929069.1311104,4574965.4678478,323264.401041787,16827299
"3691","07/04/2017",4243423.06597133,4185630.30843196,-99347.374403283,8329706
"3692","08/04/2017",-2347914.69851336,4678154,-94164.3014866412,2236075
"3693","09/04/2017",17312826.4189452,4712056,57910.5810547601,22082793
"3694","10/04/2017",2304983.44867433,4855861,39599.5513256676,7200444
"3695","11/04/2017",3126601.62931401,5133806,226881.370685995,8487289
"3696","12/04/2017",-23818481.6389573,4739093,477279.638957333,-18602109
"3697","13/04/2017",12016737.2836142,4750306,-300139.283614215,16466904
"3698","14/04/2017",6893947.89149302,4647711,-40689.8914930224,11500969
"3699","15/04/2017",-1436645.28540012,5233078,-353109.714599878,3443323
"3700","16/04/2017",-2235299.69753695,6580577,106459.697536949,4451737
"3701","17/04/2017",5498347.67578477,6296954,-209079.67578477,11586222
"3702","18/04/2017",29405704.8793404,6595116,-205146.879340377,35795674
"3703","19/04/2017",6538337.90294048,6484550,79883.0970595181,13102771
"3704","20/04/2017",7233336.45835343,6274554.43455021,-169936.892903641,13337954
"3705","21/04/2017",9052198.44390196,5054861,22495.5560980439,14129555
"3706","22/04/2017",5627314.27609601,6041652,47836.7239039857,11716803
"3707","23/04/2017",1989034.44704846,5985516,-109046.558159571,7865503.88888889
"3708","24/04/2017",-34604828.7903015,6992431,-221783.209698543,-27834181
"3709","25/04/2017",7327085.05638072,5876600.47427253,121779.691568971,13325465.2222222
"3710","26/04/2017",20703834.2666966,5227556,117365.733303428,26048756
"3711","27/04/2017",8696051.9905965,4796483,424047.009403502,13916582
"3712","28/04/2017",5031871.72328018,4629508,1211131.27671982,10872511
"3713","29/04/2017",5448503.86903208,4209511,127003.130967921,9785018
"3714","30/04/2017",2508571.6330295,4279745,-10746.6330295037,6777570
"3715","01/05/2017",-13676790.742513,4240627,99207.7425130159,-9336956
"3716","02/05/2017",2673839.98437491,4076014,63765.4600695428,6813619.44444445
"3717","03/05/2017",12238456.0512695,4347289,-88086.1623805929,16497658.8888889
"3718","04/05/2017",-10275008.3324111,4687241,-36460.667588884,-5624228
"3719","05/05/2017",4309595.33984372,4691790,-309633.33984372,8691752
"3720","06/05/2017",13763803.1630541,4540174,529581.836945899,18833559
"3721","07/05/2017",-8321604.7863499,3450058,-133746.2136501,-5005293
"3722","08/05/2017",6670416.79785165,2702530,-74457.79785165,9298489
"3723","09/05/2017",-3708667.57605719,2658476,-695563.423942814,-1745755
"3724","10/05/2017",9164077.31781658,2768983,-522046.317816576,11411014
"3725","11/05/2017",12699079.8716363,2544526,106778.79503032,15350384.6666667
"3726","12/05/2017",2514691.36512583,2666564,8469.63487416878,5189725
"3727","13/05/2017",9865470.91395397,2602268,399457.086046033,12867196
"3728","14/05/2017",8585717.38888893,2066764,192198.611111069,10844680
"3729","15/05/2017",6772408.64386768,4958949,164008.356132317,11895366
"3730","16/05/2017",-261801.718370222,3574852,-254872.281629778,3058178
"3731","17/05/2017",-24387456.1921116,3066138,-22297.8078884017,-21343616
"3732","18/05/2017",-8424778.03568307,2467531,-15910.8322484083,-5973157.86793148
"3733","19/05/2017",-5677704.95727522,3056959,61205.2777778618,-2559540.67949736
"3734","20/05/2017",-6356196.7061011,4238677,43402.2466362659,-2074117.45946484
"3735","21/05/2017",13116610.1709207,5443051,19652.1652559601,18579313.3361766
"3736","22/05/2017",6604908.15119905,3919568,-10960.2088949755,10513515.9423041
"3737","23/05/2017",23653627.8899291,2093820,-155742.917209197,25591704.9727199
"3738","24/05/2017",6583884.23552566,3456167,32691.9881185284,10072743.2236442
"3739","25/05/2017",11495000.8476074,3279431,-34592.2748480961,14739839.5727593
"3740","26/05/2017",-3076647.59896245,2555183,-87478.2269965541,-608942.825959008
"3741","27/05/2017",-1281229.26105828,2199724,88012.5547960242,1006507.29373775
"3742","28/05/2017",15475981.4971323,2681507,-2264.88606767356,18155223.6110647
"3743","29/05/2017",-2426363.76300339,2591097,369617.027994792,534350.264991397
"3744","30/05/2017",-8434930.64416086,2703404,419599.167480478,-5311927.47668038
"3745","31/05/2017",17850760.704256,4065192,150892.222215476,22066844.9264715
"3746","01/06/2017",-3446133.69772067,3279845,11891.6666666567,-154397.031054017
"3747","02/06/2017",-444765.100088966,2889420,24124.7222222015,2468779.62213324
"3748","03/06/2017",-5856741.96931906,2974141,12942.4999999721,-2869658.46931908
"3749","04/06/2017",3668760.71973781,3361889,-49292.6898871884,6981357.02985062
"3750","05/06/2017",5629040.40530384,3326778,709145.555555558,9664963.9608594
"3751","06/06/2017",-13988821.7888875,3205549,109817.721896803,-10673455.0669907
"3752","07/06/2017",12518812.9500455,2815893.04086443,107910.555555515,15442616.5464654
"3753","08/06/2017",-8779300.90568506,3814823,-77041.9469443727,-5041519.85262943
"3754","09/06/2017",-2039968.66826522,4417464,151690.27777778,2529185.60951256
"3755","10/06/2017",8743847.03599992,3753714,91521.1111111268,12589082.1471111
"3756","11/06/2017",31789.0996505264,2450599,16567.9448402897,2498956.04449082
"3757","12/06/2017",-6252559.40422496,3149443,20783.0862087626,-3082333.3180162
"3758","13/06/2017",1711948.74300899,2713101,78618.7668058183,4503668.50981481
"3759","14/06/2017",13375611.825454,3518540,-71652.8972931188,16822498.9281608
"3760","15/06/2017",-7456515.71678569,4277992,54646.5017360486,-3123877.21504964
"3761","16/06/2017",-1896353.80313276,4346564,57508.8636610061,2507719.06052824
"3762","17/06/2017",8369369.50094942,3670735,-13986.6666666819,12026117.8342827
"3763","18/06/2017",-4335041.82457422,3296919,-151108.583170543,-1189231.40774477
"3764","19/06/2017",13865804.6067454,4088963,-97742.7224392109,17857024.8843062
"3765","20/06/2017",5831058.49075451,3732231,-9848.78580730874,9553440.7049472
"3766","21/06/2017",-8725111.63937444,3922658,137391.531846784,-4665062.10752766
"3767","22/06/2017",-6158510.70919428,2211479,62504.7732204851,-3884526.9359738
"3768","23/06/2017",4148906.87208039,2526118,-142015.785796683,6533009.08628371
"3769","24/06/2017",-22897629.198342,2146556,-57277.9307725653,-20808351.1291146
"3770","25/06/2017",507876.513614957,2193114,-192040.988498278,2508949.52511668
"3771","26/06/2017",27412195.8782856,2545344,141903.111979192,30099442.9902648
"3772","27/06/2017",260351.240367838,2417397,149299.242555413,2827047.48292325
"3773","28/06/2017",6820388.69099695,2516898,-326664.108305041,9010622.58269191
"3774","29/06/2017",-17034744.5272585,3358135,-55838.2899305429,-13732447.817189
"3775","30/06/2017",11825491.9228678,3630267.56296765,-26838.8324548956,15428920.6533806
"3776","01/07/2017",2859382.15397834,4311273,-61493.8612196017,7109161.29275873
"3777","02/07/2017",-326686.498068531,3959977,-60926.0272894539,3572364.47464202
"3778","03/07/2017",3467091.11190745,6417046,-125608.005668439,9758529.10623901
"3779","04/07/2017",698304.716662547,6172546.2265566,-49865.546535152,6820985.396684
"3780","05/07/2017",4994986.11082903,6058287.07500891,9373.92035591509,11062647.1061939
"3781","06/07/2017",13639481.860956,6511240.52798933,157213.236710912,20307935.6256563
"3782","07/07/2017",10123215.0645871,6522943.24621887,-54945.9438055214,16591212.3670005
"3783","08/07/2017",1487232.54635259,6981284.34321409,-69098.6622777404,8399418.22728894
"3784","09/07/2017",9025790.00688848,6387897.35957754,-33167.5584466569,15380519.8080194
"3785","10/07/2017",-9561337.12386538,7304741.37956704,-21072.2987196073,-2277668.04301795
"3786","11/07/2017",-11250289.1060118,7512800.4608924,-258675.137261257,-3996163.78238062
"3787","12/07/2017",952384.356983478,6578156.83449481,191623.424479145,7722164.61595743
"3788","13/07/2017",21917185.47994,5709310.79475573,-83704.7222221754,27542791.5524735
"3789","14/07/2017",9595694.61605326,7228888.82376431,356818.889110927,17181402.3289285
"3790","15/07/2017",2396683.95657814,7249705.63604086,74461.1111110784,9720850.70373007
"3791","16/07/2017",-14446216.5820988,7072522.44015824,-82026.6102431286,-7455720.7521837
"3792","17/07/2017",7609371.34488505,8732824.72844577,7491.59633285925,16349687.6696637
"3793","18/07/2017",6259036.45339333,7539636.82818896,15643.7337239431,13814317.0153062
"3794","19/07/2017",-8938803.39816657,7444744.4141734,-87426.4015303738,-1581485.38552354
"3795","20/07/2017",-1007157.88673402,6055441.73141637,-47740.1291891839,5000543.71549317
"3796","21/07/2017",11173731.6940194,6422418.57034046,-17464.9987284299,17578685.2656315
"3797","22/07/2017",4461522.37935677,6427707.62482729,-63576.3875587285,10825653.6166253
"3798","23/07/2017",99503349.699102,6522152.97676557,-71818.8991970718,105953683.77667
"3799","24/07/2017",400485.087832927,6940070.80898747,-214728.438368922,7125827.45845147
"3800","25/07/2017",11266157.9370094,7118265.50493388,-14873.4497894561,18369549.9921538
"3801","26/07/2017",-2985837.83286306,7331879.5046583,281172.608204754,4627214.28
"3802","27/07/2017",4685185.09643605,7439735.32240262,118368.874269122,12243289.2931078
"3803","28/07/2017",3673324.12772518,6631911.51108041,-134160.325503377,10171075.3133022
"3804","29/07/2017",3699360.29757071,6179883.9745079,-241133.855444581,9638110.41663403
"3805","30/07/2017",-5789205.60078815,6216664,-156198.210030375,271260.189181472
"3806","31/07/2017",6771161.07064517,4598461,119589.881568238,11489211.9522134
"3807","01/08/2017",3874005.0458202,4585395,-217194.096451377,8242205.94936883
"3808","02/08/2017",6231811.43057696,4641230,70588.8888889169,10943630.3194659
"3809","03/08/2017",-6126206.01936163,4435596,-68438.0555555224,-1759048.07491715
"3810","04/08/2017",8058456.82790801,3617532,125104.172091987,11801093
"3811","05/08/2017",9769336.50759545,2891912,8357.49240454566,12669606
"3812","06/08/2017",4290130.78372139,2647414,84740.2162786126,7022285
"3813","07/08/2017",-6012797.88888891,3063735,88648.8888889067,-2860414
"3814","08/08/2017",-10263489.8610534,4359491,10970.861053437,-5893028
"3815","09/08/2017",4041350.77777777,3861834,-58817.7777777724,7844367
"3816","10/08/2017",18195799.4328003,3800999,-134061.432800308,21862737
"3817","11/08/2017",-7878818.21741764,5373426,53710.2174176406,-2451682
"3818","12/08/2017",-11447870.2263455,5178660,-182780.773654536,-6451991
"3819","13/08/2017",21120248.6097005,5218925,28538.3902995232,26367712
"3820","14/08/2017",-7830834.73969184,5912716,-51581.2603081595,-1969700
"3821","15/08/2017",-17164013.6854315,5231402,-186015.314568466,-12118627
"3822","16/08/2017",18553864.8694661,5196619,-29032.8694660999,23721451
"3823","17/08/2017",2921108.51150171,4596569,-91456.5115017109,7426221
"3824","18/08/2017",-6470019.54351128,4240679,23726.5435112752,-2205614
"3825","19/08/2017",-527762.401909788,4441987,36591.4019097881,3950816
"3826","20/08/2017",-795434.11805563,4090962,-113732.88194437,3181795
"3827","21/08/2017",17969400.4322917,4750322,58413.5677083451,22778136
"3828","22/08/2017",8102883.63042536,4825778,43489.3695746446,12972151
"3829","23/08/2017",-21106221.156033,4812144,27842.1560329776,-16266235
"3830","24/08/2017",6771299.03932007,4459078.78055841,-4814.81987848319,11225563
"3831","25/08/2017",23156552.6304079,4986326,-7492.63040792942,28135386
"3832","26/08/2017",-1966062.42398779,8204003,44388.4239877937,6282329
"3833","27/08/2017",18696633.3274374,4814059,40726.6725626159,23551419
"3834","28/08/2017",8436136.97519287,4696388,45794.02480713,13178319
"3835","29/08/2017",-3663426.09590808,7275235,-54872.904091917,3556936
"3836","30/08/2017",-2432279.46525341,6327291,-39737.5347465873,3855274
"3837","31/08/2017",11044518.9784653,6407025,-22245.978465328,17429298
"3838","01/09/2017",2462618.84402722,4528644,109340.155972775,7100603
"3839","02/09/2017",10927250.7500158,2961078.27285093,183208.977133229,14071538
"3840","03/09/2017",13291502.5632257,1835338,-97515.5632256866,15029325
"3841","04/09/2017",15744077.3349305,2981196,-176850.334930506,18548423
"3842","05/09/2017",-4657402.76896527,3234794,132972.768965272,-1289636
"3843","06/09/2017",6251899.17332206,3521846,106573.826677935,9880319
"3844","07/09/2017",-11403962.6700024,3523617,-202592.329997595,-8082938
"3845","08/09/2017",-1678958.66705176,3654311,104154.667051764,2079507
"3846","09/09/2017",21655584.5163888,3347625,-120338.516388768,24882871
"3847","10/09/2017",-738320.134902909,4194901,47739.1349029094,3504320
"3848","11/09/2017",-718050.777016914,3494965,635057.777016914,3411972
"3849","12/09/2017",12073773.6024712,2862398,66651.397528816,15002823
"3850","13/09/2017",1729646.32120955,2720745,117600.678790452,4567992
"3851","14/09/2017",1770145.341363,3478044,31961.658637004,5280151
"3852","15/09/2017",1593399.24210044,5295733,-162746.242100438,6726386
"3853","16/09/2017",-7452826.10750943,6421291,-34105.8924905676,-1065641
"3854","17/09/2017",2307361.62055125,5688754,1108.37944875471,7997224
"3855","18/09/2017",2309757.38508592,5501834,293671.614914076,8105263
"3856","19/09/2017",11873178.700545,8631447.8757147,58096.4237402789,20562723
"3857","20/09/2017",7603753.17597077,6807004,-232248.175970767,14178509
"3858","21/09/2017",-19088378.8318143,6167315,20199.8318142891,-12900864
"3859","22/09/2017",27992891.3646919,7372178,59445.6353081297,35424515
"3860","23/09/2017",8430964.27777774,7421468,-13055.2777777426,15839377
"3861","24/09/2017",1669585.15874564,7362006,48677.8412543647,9080269
"3862","25/09/2017",-4832161.11232375,6546678,98096.1123237479,1812613
"3863","26/09/2017",3117248.47137003,5584117.50593005,53672.0226999242,8755038
"3864","27/09/2017",10180712.3325831,4910627,403402.667416859,15494742
"3865","28/09/2017",9060611.16861982,4882938,186513.831380177,14130063
"3866","29/09/2017",1673018.03182154,4701247.95862264,-126490.990444181,6247775
"3867","30/09/2017",12750658.7299621,4118518.44681612,-322254.176778177,16546923
"3868","01/10/2017",-6355056.64366322,4926977,145308.643663224,-1282771
"3869","02/10/2017",3813060.85056936,4973772.91998203,-101531.770551393,8685302
"3870","03/10/2017",-6571705.71516243,4848208.10378904,-182287.388626603,-1905785
"3871","04/10/2017",8962339.69746083,5276497.62810455,-267628.325565387,13971209
"3872","05/10/2017",-9819380.68550512,4778877,-208734.314494878,-5249238
"3873","06/10/2017",10010080.1678662,4628265,90949.8321338072,14729295
"3874","07/10/2017",4290587.50756243,4406849,-212580.507562427,8484856
"3875","08/10/2017",13846709.2058456,4478107,-308768.205845647,18016048
"3876","09/10/2017",7049413.01522231,4340521,-327636.681888975,11062297.3333333
"3877","10/10/2017",-5521000.9163976,3246215,414902.471953161,-1859883.44444444
"3878","11/10/2017",-5571617.25027894,4313042,46343.2502789441,-1212232
"3879","12/10/2017",7130805.11364762,5704385,417941.886352375,13253132
"3880","13/10/2017",-5429162.32118678,6169448,174731.321186785,915017
"3881","14/10/2017",-377315.377400981,6301979,244820.377400981,6169484
"3882","15/10/2017",-658124.282277463,6722701,15160.282277463,6079737
"3883","16/10/2017",-8731174.53377783,6693165,169944.533777831,-1868065
"3884","17/10/2017",-7284.70186805725,6759595,-118671.298131943,6633639
"3885","18/10/2017",13452015.07055,6931916,157323.929450002,20541255
"3886","19/10/2017",-3258464.68225234,7062367,-195984.317747658,3607918
"3887","20/10/2017",37460.6359217763,6924731,208217.364078224,7170409
"3888","21/10/2017",-1545753.08181422,5581457,196371.081814222,4232075
"3889","22/10/2017",-553866.58608244,5838606,-285335.41391756,4999404
"3890","23/10/2017",1271664.01136232,6407356,76806.9886376783,7755827
"3891","24/10/2017",-14424239.7465641,6813638,316089.746564131,-7294512
"3892","25/10/2017",6228633.38771774,4554669,497579.612282265,11280882
"3893","26/10/2017",-9643203.53736185,6816365,167460.537361845,-2659378
"3894","27/10/2017",-10074556.9623109,6472189,18006.962310873,-3584361
"3895","28/10/2017",15687557.5838847,6633534,-680538.583884738,21640553
"3896","29/10/2017",-33392262.8753458,5992895,129367.875345819,-27270000
"3897","30/10/2017",17387608.9986389,5481550,-50784.9986388981,22818374
"3898","31/10/2017",13410324.5550775,5976382,-184044.666188657,19202661.8888889
"3899","01/11/2017",-24468828.6217268,6206232.99854427,422523.623182498,-17840072
"3900","02/11/2017",-9446485.30302313,9873949.62171457,215181.68130856,642646
"3901","03/11/2017",146566.523541812,8644265,570707.476458188,9361539
"3902","04/11/2017",-16714057.5055338,5941367,267671.505533755,-10505019
"3903","05/11/2017",3136365.7995487,6623334,-395920.7995487,9363779
"3904","06/11/2017",18707621.8118556,8973846,116529.188144401,27797997
"3905","07/11/2017",-9904679.26866329,11490737,-192075.731336713,1393982
"3906","08/11/2017",3547233.16320609,9976354.46309663,-157746.626302719,13365841
"3907","09/11/2017",-9436203.53572311,10604563,-350585.464276895,817774
"3908","10/11/2017",2388543.58470848,8576017,-241148.584708478,10723412
"3909","11/11/2017",-4568102.32289627,10028830,430417.322896268,5891145
"3910","12/11/2017",6089779.05037679,9021934,1559798.94962321,16671512
"3911","13/11/2017",-7088286.17894174,10743682,616555.178941742,4271951
"3912","14/11/2017",709921.346153203,12107281,-841733.346153203,11975469
"3913","15/11/2017",5082910.37582544,12666265,-60180.3758254386,17688995
"3914","16/11/2017",-20084845.1695349,11345952,-245691.83046509,-8984585
"3915","17/11/2017",10340207.2607208,10008739,701636.739279203,21050583
"3916","18/11/2017",7602713.24001859,9809366,589463.759981409,18001543
"3917","19/11/2017",6936936.72444104,8160283,158535.27555896,15255755
"3918","20/11/2017",9647918.98500531,7375380,-92008.9850053117,16931290
"3919","21/11/2017",10247824.2086034,5729583,-193623.208603393,15783784
"3920","22/11/2017",-20797215.6591014,3184902,-145027.340898592,-17757341
"3921","23/11/2017",-11051772.4781019,4242656,-304357.521898095,-7113474
"3922","24/11/2017",-5632693.22459222,8826594,304667.224592224,3498568
"3923","25/11/2017",-7511065.18331158,10568715,575152.183311578,3632802
"3924","26/11/2017",15162526.2282952,10564904,-1631241.22829517,24096189
"3925","27/11/2017",-4100113.74963135,9838264,93245.7496313453,5831396
"3926","28/11/2017",2414188.70557521,10973466.3135869,-600580.019162159,12787075
"3927","29/11/2017",-2624288.81957881,11120952.1927603,-8689.37318151444,8487974
"3928","30/11/2017",3631841.95862912,10994892.2708334,-167618.229462568,14459116
"3929","01/12/2017",11240458.8963973,11299267.0247728,-112129.921170093,22427596
"3930","02/12/2017",1529070.73926804,10451036.5505338,-684593.289801825,11295514
"3931","03/12/2017",6022422.92738557,10786405.0376753,423823.034939136,17232651
"3932","04/12/2017",4958237.96656085,11777189.8694191,-190990.835979927,16544437
"3933","05/12/2017",16529449.0536605,10930655.4792654,-343631.86625921,27116472.6666667
"3934","06/12/2017",-23945881.1572987,11058535,-222172.84270132,-13109519
"3935","07/12/2017",-16355777.7751529,10362098.0151319,-33806.2399789952,-6027486
"3936","08/12/2017",19837314.8961316,9740105.05850359,-474689.954635166,29102730
"3937","09/12/2017",6404101.00984652,11955551.911712,134716.07844153,18494369
"3938","10/12/2017",4852700.24304928,11683645.0647851,-114733.307834338,16421612
"3939","11/12/2017",20651666.0584418,9618115.55526675,81776.3862914592,30351558
"3940","12/12/2017",16127763.4673064,7353711.62535962,914368.351778418,24395843.4444444
"3941","13/12/2017",2136278.32909443,5544401.6073621,-326652.936456531,7354027
"3942","14/12/2017",-10735574.311606,8380247.82926213,-981789.517656099,-3337116
"3943","15/12/2017",-9809148.18979477,9291271.67630424,781574.513490528,263698
"3944","16/12/2017",-6665400.389955,8904616.87564757,385956.514307432,2625173
"3945","17/12/2017",-17906709.8873723,6617120.3516616,130481.535710692,-11159108
"3946","18/12/2017",4582311.16420883,8423421.90962191,820249.926169265,13825983
"3947","19/12/2017",19717005.6276733,7134425.69067075,126067.681655914,26977499
"3948","20/12/2017",-2195778.42572069,6929672.27689494,298658.14882575,5032552
"3949","21/12/2017",5443850.1084504,7677763.2073957,50208.6841538996,13171822
"3950","22/12/2017",417558.73724483,7644235.19807026,-174593.935315087,7887200
"3951","23/12/2017",-2595854.50519599,6613764.1070468,644358.398149192,4662268
"3952","24/12/2017",-10181741.3982477,7012396,546371.398247659,-2622974
"3953","25/12/2017",-21096858.8167682,6672448,554307.816768155,-13870103
"3954","26/12/2017",-20284829.2853603,6665246.97021795,596982.315142348,-13022600
"3955","27/12/2017",4901510.28693405,8706561.12090948,148680.59215647,13756752
"3956","28/12/2017",-13983946.1695725,9573526.37972144,381906.78985104,-4028513
"3957","29/12/2017",17536457.9248161,9094795.00505712,-179342.929873228,26451910
"3958","30/12/2017",-15411490.9049062,8039331.80958626,17062.0953199714,-7355097
"3959","31/12/2017",-17546287.2736676,8017747,387788.273667559,-9140752
"3960","01/01/2018",-3058964.41416648,9077502.73736815,-11317.3232016712,6007221
"3961","02/01/2018",5746869.2920864,10399703.3645585,386837.343355075,16533410
"3962","03/01/2018",-5582137.58893088,11030706.7591495,34374.8297813982,5482944
"3963","04/01/2018",-7685624.24706344,9247075.38693556,489688.860127881,2051140
"3964","05/01/2018",10045908.034776,10659247.8085331,1199031.15669085,21904187
"3965","06/01/2018",-13074564.0767223,9627291.60071087,91608.4760114104,-3355664
"3966","07/01/2018",3012035.63488611,8114980.10722092,-344437.742107034,10782578
"3967","08/01/2018",24815555.8025228,9176814.50975007,-275697.312272906,33716673
"3968","09/01/2018",-583451.581856785,10147841.1762186,-958324.594361827,8606065
"3969","10/01/2018",-7747704.07416487,10873159.4973988,630871.576766059,3756327
"3970","11/01/2018",270759.624629414,11978914.9087846,691291.466586016,12940966
"3971","12/01/2018",-8520239.72127365,12306168.0373163,-927516.316042602,2858412
"3972","13/01/2018",5700232.46593278,10072436,-276872.465932779,15495796
"3973","14/01/2018",-2265306.85038838,13481917,-75907.1496116221,11140703
"3974","15/01/2018",1190459.59289479,13248819.1493809,137710.257724304,14576989
"3975","16/01/2018",14152060.3184968,12217253.1786752,-159529.497172024,26209784
"3976","17/01/2018",-14258958.9170548,12126736.7154269,257122.201627851,-1875100
"3977","18/01/2018",-11382228.5775009,10577535.449104,-294945.871603072,-1099639
"3978","19/01/2018",13653460.2537101,8824869.83636424,-142044.09007439,22336286
"3979","20/01/2018",-2882985.73228562,9542872.15850096,408241.573784664,7068128
"3980","21/01/2018",17521579.9830407,10121867,-64987.9830407128,27578459
"3981","22/01/2018",5390254.22403806,10792594,-907689.224038064,15275159
"3982","23/01/2018",108650.75601906,9210386,-751378.75601906,8567658
"3983","24/01/2018",-16826611.532215,7980704.34186335,-537069.809648361,-9382977
"3984","25/01/2018",10347787.0899176,5917999.73014209,966003.179940276,17231790
"3985","26/01/2018",5636166.18587922,9551510.68689976,-299973.872778982,14887703
"3986","27/01/2018",-21803277.3443551,10716546.795015,-322353.450659841,-11409084
"3987","28/01/2018",-671341.072216127,9719218.96497906,-435590.892762937,8612287
"3988","29/01/2018",-12227329.1496923,10981544.2017435,-532522.052051231,-1778307
"3989","30/01/2018",9055032.11640711,11581835.3765942,815331.506998688,21452199
"3990","31/01/2018",11883962.2468021,9946620.40469873,-42445.6515008025,21788137
"3991","01/02/2018",-4900888.22896614,9031826.75360936,701614.475356776,4832553
"3992","02/02/2018",-12771767.0137066,9874428.37050183,337673.643204741,-2559665
"3993","03/02/2018",2150514.60137891,10136099.7906893,-587665.3920682,11698949
"3994","04/02/2018",-9464689.62813682,11250989.8526194,-421687.2244826,1364613
"3995","05/02/2018",9918675.43414276,11815740.9272737,-1705872.36141645,20028544
"3996","06/02/2018",-4428255.51354123,12428403.0138666,-62653.5003254116,7937494
"3997","07/02/2018",27881552.4804595,10458950.9531494,-782531.433608897,37557972
"3998","08/02/2018",-2823817.75622695,8934189,-23203.2437730506,6087168
"3999","09/02/2018",-1203723.67517076,9459367,-674574.324829239,7581069
"4000","10/02/2018",2371475.38289228,9567815,676654.617107715,12615945
"4001","11/02/2018",-6941406.40472664,9310121,426173.404726643,2794888
"4002","12/02/2018",20149546.438214,8597080,877550.561785959,29624177
"4003","13/02/2018",-2349005.21198539,9627317,1348432.21198539,8626744
"4004","14/02/2018",18012821.8910454,7665634.83764125,1128626.27131332,26807083
"4005","15/02/2018",-1627599.79877143,8606188.04894415,147960.749827281,7126549
"4006","16/02/2018",-12982303.6385538,8038661,88158.6385538094,-4855484
"4007","17/02/2018",21623962.5861238,9777805,-213631.586123765,31188136
"4008","18/02/2018",12488221.3446601,10032171,-194339.344660148,22326053
"4009","19/02/2018",-2635369.47729975,8602234.75334011,795576.72395964,6762442
"4010","20/02/2018",4643630.54173991,9227045.92741138,78830.5308487117,13949507
"4011","21/02/2018",-12524921.813288,9730268.05588243,921578.757405601,-1873075
"4012","22/02/2018",-10457810.1226685,11532201.6424632,19272.4802052565,1093664
"4013","23/02/2018",10568910.028992,10354050,-189000.028992008,20733960
"4014","24/02/2018",5753081.52233917,9607482,217096.477660835,15577660
"4015","25/02/2018",-7875098.33098074,11324207,-838944.669019256,2610164
"4016","26/02/2018",36751384.5817184,11354055,441875.418281555,48547315
"4017","27/02/2018",1701903.03844523,9711121,960701.961554773,12373726
"4018","28/02/2018",16398083.7976519,8668424.77315746,187569.429190665,25254078
"4019","01/03/2018",37696715.867254,10407448.3136124,6475884.8191336,54580049
"4020","02/03/2018",6333481.0598104,10662504.6050779,905463.335111737,17901449
"4021","03/03/2018",9731872.12458531,9755869.66292384,1631669.21249085,21119411
"4022","04/03/2018",2145301.38495786,8988237.40701919,672934.208022952,11806473
"4023","05/03/2018",-8453556.52153038,8652172.80227077,441359.719259609,639976
"4024","06/03/2018",18520304.9592364,7094172,-326807.959236354,25287669
"4025","07/03/2018",-8801709.23977555,6791071.13564006,405746.104135491,-1604892
"4026","08/03/2018",9696589.04779849,7127677.23849472,53594.7137067914,16877861
"4027","09/03/2018",17171702.4327344,8305758,-42239.4327343553,25435221
"4028","10/03/2018",2902221.5291177,7856172,183166.4708823,10941560
"4029","11/03/2018",-3493661.50247687,8106540,256516.502476871,4869395
"4030","12/03/2018",-2327184.53304525,8554622,-353858.466954749,5873579
"4031","13/03/2018",950685.840011477,8101050,1440796.15998852,10492532
"4032","14/03/2018",19828417.1265633,8158020,-117728.126563299,27868709
"4033","15/03/2018",-21488939.8368176,7639815,-407541.163182408,-14256666
"4034","16/03/2018",-10570966.909125,8216900,581408.909125045,-1772658
"4035","17/03/2018",-16579666.5045519,9698904,-417869.495448142,-7298632
"4036","18/03/2018",27532018.719675,9518595,388890.280324966,37439504
"4037","19/03/2018",-4573637.40307958,8860183,1050787.40307958,5337333
"4038","20/03/2018",-11025521.4611549,8406899,435082.461154878,-2183540
"4039","21/03/2018",22257563.2604308,8298992,487924.739569217,31044480
"4040","22/03/2018",-1704177.6016961,8414581,-386723.398303896,6323680
"4041","23/03/2018",-215764.935351253,8213466,261173.935351253,8258875
"4042","24/03/2018",8361262.48308937,5427500,-45664.4830893725,13743098
"4043","25/03/2018",16274350.7359613,4706018,87431.2640387118,21067800
"4044","26/03/2018",16700372.8516488,3455637.35131688,160980.797034349,20316991
"4045","27/03/2018",-2791648.68765793,5000670.72361096,-95698.03595303,2113324
"4046","28/03/2018",-9152808.49420318,4758106,-615906.505796824,-5010609
"4047","29/03/2018",11065190.2157509,6843510,59012.7842490524,17967713
"4048","30/03/2018",-1968104.54367302,6562245,-870712.45632698,3723428
"4049","31/03/2018",14643393.0016079,6755937,825618.99839212,22224949
"4050","01/04/2018",-16291629.3039689,7604219,-217225.696031142,-8904636
"4051","02/04/2018",25776469.0756629,6491744,450036.924337074,32718250
